,lfd,Ort,GID,LONG,LAT,grid_chr,grid_num,romanNr,trayNr,count,n_places,new
1800,1527,Langensteinbach,544504,8.50638,48.915,k',17,III,23,13,1,544504
1801,1533,Ittersbach,129331,8.50684,48.86638,k',17,III,23,13,1,129331
1820,1528,Auerbach,131705,8.53163,48.91379,k',18,III,23,8,1,131705
1830,1532,Weiler Kr. Pforzheim,129768,8.54326,48.8837,k',18,III,23,8,1,129768
1843,1529,Dietenhausen,132251,8.56003,48.91574,k',18,III,23,8,1,132251
1858,1530,Ellmendingen,130404,8.5761,48.90131,k',18,III,23,8,1,130404
1863,1531,Dietlingen,133604,8.60093,48.89654,k',18,III,23,8,1,133604
1908,1535,Büchenbronn,132379,8.66335,48.85558,k',18,III,23,8,1,132379
1912,1536,Ispringen,131978,8.66764,48.91655,k',18,III,23,8,1,131978
1915,1537,Brötzingen,544496,8.66799,48.889,k',18,III,23,8,1,544496
1940,1545,Huchenfeld,132798,8.69574,48.85613,k',19,III,23,8,1,132798
1943,"1538, 1539, 1540, 1541","Pforzheim, Pforzheim, Pforzheim, Pforzheim","131632, 131632, 131632, 131632",8.70025,48.89013,k',19,III,23,8,4,131632
1977,1546,Würm,128782,8.73641,48.86041,k',19,III,23,8,1,128782
1987,1542,Eutingen,127457,8.74574,48.91069,k',19,III,23,8,1,127457
2042,1543,Öschelbronn,132528,8.81415,48.90599,k',19,III,23,8,1,132528
1643,1581,Hörden,131786,8.34313,48.78046,l',17,III,24,5,1,131786
1653,1579,Michelbach,130232,8.35062,48.8186,l',17,III,24,5,1,130232
1661,"1515, 1584","Sulzbach, Sulzbach","127427, 127427",8.35791,48.80596,l',17,III,24,5,2,127427
1673,1583,Lautenbach bei Gernsbach,133814,8.37068,48.75614,l',17,III,24,5,1,133814
1974,1544,Hohenwart,133315,8.73054,48.83244,l',19,III,24,8,1,133315
1983,1585,Schellbronn,130597,8.74222,48.81738,l',19,III,24,8,1,130597
2009,1586,Hamberg,129954,8.76924,48.81833,l',19,III,24,8,1,129954
2017,1591,Neuhausen,132686,8.77888,48.79256,l',19,III,24,8,1,132686
2027,1588,Steinegg,130494,8.79091,48.81349,l',19,III,24,8,1,130494
2032,1587,Tiefenbronn,132338,8.80329,48.82521,l',19,III,24,8,1,132338
2044,1590,Lehningen,129060,8.81639,48.79486,l',19,III,24,8,1,129060
2048,1589,Mühlhausen,130736,8.82201,48.80607,l',19,III,24,8,1,130736
2339,1958,Stetten/Remstal,134061,9.34045,48.79285,l',22,III,24,1,1,134061
2470,1959,Wäschenbeuren,128345,9.68695,48.75984,l',25,III,24,1,1,128345
1647,1988,Obertsrot und Hilpertsau,133578,8.34633,48.74303,m',17,III,25,6,1,133578
1657,1989,Weisenbach,133235,8.35397,48.72827,m',17,III,25,6,1,133235
1663,1995,Forbach,133978,8.3589,48.67857,m',17,III,25,6,1,133978
1665,1994,Gausbach,131005,8.36067,48.68405,m',17,III,25,6,1,131005
1668,1992,Langenbrand,131442,8.36334,48.70441,m',17,III,25,6,1,131442
1694,1990,Reichental,131920,8.39101,48.72956,m',17,III,25,6,1,131920
2096,1996,Döffingen,544475,8.91383,48.7106,m',20,III,25,2,1,544475
2160,1997,Sindelfingen,133574,9.00194,48.70797,m',20,III,25,2,1,133574
1652,2016,Raumünzach,128211,8.34869,48.63918,n',17,III,26,1,1,128211
1980,2017,Wildberg Kreis Calw,130330,8.73924,48.62251,n',19,III,26,1,1,130330
2341,1960,Nürtingen,133211,9.34192,48.62663,n',22,III,26,1,1,133211
2399,1961,Bissingen/Teck,132519,9.49128,48.60024,n',23,III,26,1,1,132519
1656,2068,Kaltbrunn,131979,8.35246,48.34621,q',17,III,29,1,1,131979
1642,2091,Schiltach,131969,8.34259,48.29033,r',17,III,30,3,1,131969
1669,2092,Hinterlehengericht,132570,8.36541,48.26734,r',17,III,30,3,1,132570
1676,2090,Schenkenzell,129571,8.37253,48.31105,r',17,III,30,3,1,129571
1649,2104,Tennenbronn,129057,8.34688,48.1887,s',17,III,31,2,1,129057
1750,2105,Weiler/Villingen,131093,8.46043,48.17227,s',17,III,31,2,1,131093
1678,2121,Peterzell,129089,8.37425,48.13255,t',17,III,32,9,1,129089
1680,2120,Buchenberg,132924,8.37655,48.16035,t',17,III,32,9,1,132924
1725,2127,Mönchweiler,130738,8.42939,48.09993,t',17,III,32,9,1,130738
1749,2124,Neuhausen,132589,8.45905,48.13221,t',17,III,32,9,1,132589
1761,2126,Obereschach,129244,8.46928,48.10596,t',17,III,32,9,1,129244
1786,2123,Fischbach,134032,8.49142,48.15251,t',17,III,32,9,1,134032
1787,2125,Schabenhausen,130211,8.49251,48.1303,t',17,III,32,9,1,130211
1796,2130,Weilersbach,128546,8.50084,48.09608,t',17,III,32,9,1,128546
1799,2129,Kappel,131096,8.50341,48.11215,t',17,III,32,9,1,131096
1815,2128,Niedereschach,128821,8.52734,48.13129,t',18,III,32,2,1,128821
1836,2131,Dauchingen,128405,8.55237,48.09031,t',18,III,32,2,1,128405
2110,2132,Hartheim,128729,8.93612,48.15571,t',20,III,32,3,1,128729
2124,2133,Heinstetten,127426,8.96312,48.13491,t',20,III,32,3,1,127426
2152,2134,Schwenningen,133595,8.99619,48.10638,t',20,III,32,3,1,133595
2183,2135,Glashütte (Heuberg),127684,9.03485,48.1237,t',21,III,32,2,1,127684
2209,2136,Stetten a.k.M. (am kalten Markt),133857,9.07816,48.12086,t',21,III,32,2,1,133857
1672,2160,Unterkirnach,132555,8.36628,48.07845,u',17,III,33,9,1,132555
1675,2159,Herzogenweiler,544513,8.37157,48.0254,u',17,III,33,9,1,544513
1717,2158,Pfaffenweiler,132865,8.41798,48.03273,u',17,III,33,9,1,132865
1743,2152,Rietheim,132573,8.45381,48.02981,u',17,III,33,9,1,132573
1745,2156,Überauchen,128875,8.45524,48.01134,u',17,III,33,9,1,128875
1748,2151,Vilingen,127871,8.45901,48.0567,u',17,III,33,9,1,127871
1759,2155,Klengen,131162,8.46686,48.00388,u',17,III,33,9,1,131162
1763,2154,Kirchdorf,131468,8.4704,48.01378,u',17,III,33,9,1,131468
1767,2153,Marbach,133362,8.47117,48.03143,u',17,III,33,9,1,133362
1821,2162,Bad Dürrheim,132293,8.53214,48.01807,u',18,III,33,2,1,132293
1852,2161,Hochemmingen,131990,8.56986,48.02587,u',18,III,33,2,1,131990
2064,2253,Nendingen,132343,8.86067,48.00602,u',20,III,33,2,1,132343
2145,2163,Buchheim,132144,8.98672,48.011,u',20,III,33,2,1,132144
2171,2165,Leibertingen,133451,9.01551,48.04265,u',21,III,33,6,1,133451
2191,2166,Kreenheinstetten,133729,9.05221,48.0555,u',21,III,33,6,1,133729
2221,2169,Rohrdorf,132477,9.10207,48.01811,u',21,III,33,6,1,132477
2224,2167,Langenhart,132137,9.10404,48.04793,u',21,III,33,6,1,132137
2235,2168,Engelswies,133518,9.12846,48.04259,u',21,III,33,6,1,133518
2250,2170,Menningen,127510,9.15825,48.01089,u',21,III,33,6,1,127510
2270,1900,Göggingen,132592,9.20194,48.00389,u',22,III,33,1,1,132592
2459,1962,(Bad) Schussenried,127572,9.65803,48.0041,u',24,III,33,1,1,127572
1660,2190,Unterbränd,128606,8.35693,47.93373,v',17,III,34,11,1,128606
1691,2189,Hubertshofen,133559,8.38827,47.96002,v',17,III,34,11,1,133559
1703,2191,Waldhausen,133989,8.4011,47.92931,v',17,III,34,11,1,133989
1713,2157,Tannheim,132884,8.41033,47.99946,v',17,III,34,11,1,132884
1723,2188,Wolterdingen,129572,8.42701,47.96861,v',17,III,34,11,1,129572
1735,2192,Bräunlingen,127324,8.44765,47.9301,v',17,III,34,11,1,127324
1766,2187,Grüningen,130010,8.47107,47.98253,v',17,III,34,11,1,130010
1769,2195,Aufen,546034,8.47258,47.964,v',17,III,34,11,1,546034
1780,2193,Hüfingen,128299,8.48886,47.92431,v',17,III,34,11,1,128299
1794,2194,Donaueschingen,130499,8.50052,47.95113,v',17,III,34,11,1,130499
1795,2201,Donaueschingen-Allmendshofen,546038,8.50063,47.9405,v',17,III,34,11,1,546038
1835,2202,Aasen,129071,8.5512,47.98,v',18,III,34,9,1,129071
1842,2200,Pfohren,128015,8.55997,47.9474,v',18,III,34,9,1,128015
1845,2203,Heidenhofen,133049,8.5657,47.98295,v',18,III,34,9,1,133049
1869,2197,Oberbaldingen,128963,8.60629,47.97542,v',18,III,34,9,1,128963
1877,2198,Unterbaldingen,129756,8.61256,47.96992,v',18,III,34,9,1,129756
1888,2196,Öfingen,133784,8.63525,47.99144,v',18,III,34,9,1,133784
1898,"2199, 2261","Geisingen, Geisingen (Kirchenhausen)","133144, 133144",8.65129,47.93283,v',18,III,34,9,2,133144
1920,2205,Ippingen,131239,8.67098,47.98355,v',18,III,34,9,1,131239
1961,2208,Zimmern,128500,8.71521,47.94848,v',19,III,34,5,1,128500
1964,2204,Esslingen,129686,8.71709,47.99269,v',19,III,34,5,1,129686
1973,2207,Immendingen,129338,8.73032,47.95055,v',19,III,34,5,1,129338
2003,2206,Möhringen,130434,8.75916,47.96779,v',19,III,34,5,1,130434
2022,2209,Hattingen,129473,8.78447,47.92082,v',19,III,34,5,1,129473
2059,2214,Emmingen,129247,8.85302,47.92883,v',20,III,34,6,1,129247
2092,2213,Liptingen,132941,8.90748,47.93756,v',20,III,34,6,1,132941
2140,2210,Oberschwandorf,127370,8.98238,47.9602,v',20,III,34,6,1,127370
2153,2211,Unterschwandorf,134101,8.99628,47.95028,v',20,III,34,6,1,134101
2154,2212,Gallmannsweil,132369,8.99683,47.92357,v',20,III,34,6,1,132369
2156,2216,Worndorf,127742,8.9985,47.98553,v',20,III,34,6,1,127742
2168,2220,Mainwangen,132875,9.0105,47.92565,v',21,III,34,10,1,132875
2178,2219,Boll,131391,9.0299,47.9487,v',21,III,34,10,1,131391
2179,2217,Bietingen,127824,9.03261,47.97091,v',21,III,34,10,1,127824
2180,2215,Altheim,129911,9.03387,47.99511,v',21,III,34,10,1,129911
2190,2218,Krumbach,128905,9.04788,47.96159,v',21,III,34,10,1,128905
2204,2225,Heudorf,129157,9.07121,47.99412,v',21,III,34,10,1,129157
2220,2223,Wasser,546040,9.10143,47.9671,v',21,III,34,10,1,546040
2225,2221,Sauldorf,129522,9.10721,47.94343,v',21,III,34,10,1,129522
2227,2224,Messkirch,133117,9.11537,47.99484,v',21,III,34,10,1,133117
2230,2222,Rast,131516,9.12126,47.93997,v',21,III,34,10,1,131516
2293,"1902, 1903","Pfullendorf, Pfullendorf","131266, 131266",9.25466,47.92614,v',22,III,34,3,2,131266
2296,1901,Zell am Andelsbach,127395,9.25932,47.96971,v',22,III,34,3,1,127395
2345,1911,Burgweiler,131430,9.35318,47.91762,v',23,III,34,1,1,131430
1645,2242,Löffingen,133414,8.34547,47.8844,w',17,III,35,12,1,133414
1651,2243,Seppenhofen,546032,8.34864,47.8748,w',17,III,35,12,1,546032
1654,2244,Reiselfingen,129973,8.35108,47.85467,w',17,III,35,12,1,129973
1667,2241,Dittishausen,133606,8.36266,47.90077,w',17,III,35,12,1,133606
1707,2251,Bachheim,130383,8.4031,47.85931,w',17,III,35,12,1,130383
1709,2250,Unadingen,129215,8.40711,47.88128,w',17,III,35,12,1,129215
1728,2249,Döggingen,129132,8.43444,47.8919,w',17,III,35,12,1,129132
1732,2245,Ewattingen,131609,8.44464,47.83863,w',17,III,35,12,1,131609
1754,2247,Mundelfingen,130967,8.46432,47.8676,w',17,III,35,12,1,130967
1779,2246,Achdorf-Aselfingen,131551,8.48733,47.84,w',17,III,35,12,1,131551
1782,2248,Hausen vor Wald,128767,8.49054,47.89134,w',17,III,35,12,1,128767
1798,2258,Eschach,131083,8.50328,47.86021,w',17,III,35,12,1,131083
1806,2255,Behla,129227,8.51475,47.89489,w',18,III,35,8,1,129227
1822,2259,Blumberg,127655,8.53265,47.83981,w',18,III,35,8,1,127655
1826,2254,Sumpfohren,131588,8.53796,47.90851,w',18,III,35,8,1,131588
1827,2257,Riedböhringen,134038,8.53811,47.87011,w',18,III,35,8,1,134038
1838,2256,Fürstenberg,131066,8.55367,47.89124,w',18,III,35,8,1,131066
1871,2260,Riedöschingen,133963,8.6077,47.84306,w',18,III,35,8,1,133963
1879,2252,Gutmadingen,132576,8.61605,47.91149,w',18,III,35,8,1,132576
1914,2262,Leipferdingen,132691,8.66787,47.86461,w',18,III,35,8,1,132691
1922,"2164, 2340","Hausen im Tal, Hausen an der Aach","133554, 133554",8.67575,47.91421,w',19,III,35,9,2,133554
1963,2263,Stetten (bei Engen),129266,8.71683,47.87248,w',19,III,35,9,1,129266
1982,2264,Zimmerholz,133901,8.74175,47.86811,w',19,III,35,9,1,133901
2006,2268,Anselfingen,132349,8.76516,47.84558,w',19,III,35,9,1,132349
2007,2267,Engen,130637,8.76853,47.85186,w',19,III,35,9,1,130637
2013,2269,Neuhausen (b. Engen),128324,8.77423,47.8379,w',19,III,35,9,1,128324
2039,2266,Bittelbrunn (Aach),127672,8.81087,47.86719,w',19,III,35,9,1,127672
2040,2265,Biesendorf,132259,8.81255,47.91175,w',19,III,35,9,1,132259
2058,2275,Aach,127452,8.8497,47.84307,w',20,III,35,14,1,127452
2078,2273,Honstetten,129773,8.88331,47.8933,w',20,III,35,14,1,129773
2085,2274,Eigeltingen,130872,8.8974,47.85806,w',20,III,35,14,1,130872
2091,2272,Reute,131642,8.90723,47.8873,w',20,III,35,14,1,131642
2099,2271,Rorgenwies,127390,8.92043,47.90334,w',20,III,35,14,1,127390
2104,2276,Orsingen,133625,8.92977,47.83688,w',20,III,35,14,1,133625
2108,2270,Heudorf,131353,8.93517,47.91373,w',20,III,35,14,1,131353
2116,2278,Homberg Münchhof,132397,8.95295,47.88032,w',20,III,35,14,1,132397
2121,2277,Nenzingen,131166,8.95914,47.84256,w',20,III,35,14,1,131166
2123,2279,Raithaslach,133105,8.96262,47.88125,w',20,III,35,14,1,133105
2136,"2280, 2285","Mahlspüren, Mahlspüren","128805, 128805",8.97748,47.87563,w',20,III,35,14,2,128805
2159,2289,Zizenhausen,133236,9.0005,47.87365,w',20,III,35,14,1,133236
2164,2290,Hoppetenzell,130911,9.00808,47.89295,w',20,III,35,14,1,130911
2166,2288,Hindelwangen,132873,9.00909,47.86237,w',21,III,35,11,1,132873
2170,2287,Stockach,129870,9.01468,47.85384,w',21,III,35,11,1,129870
2172,2291,Mühlingen,128965,9.01554,47.91191,w',21,III,35,11,1,128965
2185,"2282, 2283","Zoznegg, Zoznegg","127378, 127378",9.04053,47.89958,w',21,III,35,11,2,127378
2188,2281,Schwackenreute,128245,9.04401,47.91392,w',21,III,35,11,1,128245
2198,2286,Winterspüren,128955,9.05857,47.85618,w',21,III,35,11,1,128955
2234,2284,Sentenhart,132705,9.12618,47.91369,w',21,III,35,11,1,132705
2239,2349,Billafingen,129675,9.13657,47.83337,w',21,III,35,11,1,129675
2255,"1909, 1910","Großschönach (Herdwangen-Schönach), Herdwangen","130784, 130435",9.16937,47.86289,w',21,III,35,11,2,"130435, 130784"
2265,1935,Homberg,131549,9.19109,47.83714,w',22,III,35,6,1,131549
2269,1904,Aach-Linz,129332,9.20037,47.91152,w',22,III,35,6,1,129332
2287,1905,Aftholderberg,131246,9.2431,47.89832,w',22,III,35,6,1,131246
2307,1908,Hattenweiler,131696,9.27568,47.85957,w',22,III,35,6,1,131696
2323,1906,Denkingen,132416,9.30821,47.89505,w',22,III,35,6,1,132416
2335,1907,Echbeck/Rickertsreute/Boshasel,129115,9.32995,47.85865,w',22,III,35,6,1,129115
2357,1912,Illmensee,133733,9.37456,47.86209,w',23,III,35,1,1,133733
1648,2306,Wittlekoffen,128387,8.34635,47.78326,x',17,III,36,13,1,128387
1655,2305,Wellendingen,131993,8.35185,47.79705,x',17,III,36,13,1,131993
1666,2308,Bettmaringen,128985,8.36102,47.75368,x',17,III,36,13,1,128985
1682,2307,Oberwangen u. Unterwangen,127857,8.3775,47.7761,x',17,III,36,13,1,127857
1686,2316,Brunnadern,133798,8.38083,47.79495,x',17,III,36,13,1,133798
1699,2303,Münchingen,131887,8.39596,47.82501,x',17,III,36,13,1,131887
1706,2315,Dillendorf,128259,8.40272,47.79846,x',17,III,36,13,1,128259
1722,2309,Schwaningen,128869,8.42524,47.77843,x',17,III,36,13,1,128869
1727,2314,Lembach,128817,8.43056,47.80389,x',17,III,36,13,1,128817
1741,2313,Lausheim,131188,8.45286,47.81178,x',17,III,36,13,1,131188
1753,2310,Weizen,132142,8.46354,47.77888,x',17,III,36,13,1,132142
1789,2311,Grimmelshofen,127961,8.49573,47.78613,x',17,III,36,13,1,127961
1791,2312,Blumegg,130461,8.49815,47.80904,x',17,III,36,13,1,130461
1817,2317,Fützen,128464,8.5291,47.80794,x',18,III,36,8,1,128464
1840,"2318, 2319","Epfenhofen, Epfenhofen","133280, 133280",8.55432,47.81867,x',18,III,36,8,2,133280
1870,2321,Nordhalden,131670,8.60654,47.8069,x',18,III,36,8,1,131670
1878,2320,Kommingen,130100,8.61478,47.81599,x',18,III,36,8,1,130100
1885,2322,Uttenhofen,127792,8.63235,47.80782,x',18,III,36,8,1,127792
1889,2344,Wiechs (am Randen),132062,8.64153,47.78137,x',18,III,36,8,1,132062
1906,2323,Tengen,129798,8.66036,47.81721,x',18,III,36,8,1,129798
1929,2332,Blumenfeld,129866,8.68358,47.81394,x',19,III,36,16,1,129866
1930,"2331, 2336","Büsslingen, Beuren a(m) R(ied)","134229, 134229",8.6839,47.79252,x',19,III,36,16,2,134229
1948,2339,Schlatt (am Randen),133209,8.70119,47.76891,x',19,III,36,16,1,133209
1951,2333,Weil,130689,8.7018,47.81859,x',19,III,36,16,1,130689
1970,2330,Binningen,132871,8.72585,47.79296,x',19,III,36,16,1,132871
1988,2329,Riedheim,132639,8.74873,47.76389,x',19,III,36,16,1,132639
2000,2404,Ebringen,130980,8.75733,47.75075,x',19,III,36,16,1,130980
2001,2334,Welschingen,133601,8.75772,47.82306,x',19,III,36,16,1,133601
2008,2335,Weiterdingen,128737,8.76917,47.79954,x',19,III,36,16,1,128737
2020,2328,Hilzingen,132730,8.78189,47.7649,x',19,III,36,16,1,132730
2025,2327,Duchtlingen,131769,8.79029,47.79154,x',19,III,36,16,1,131769
2031,2325,Ehingen,132007,8.80075,47.82351,x',19,III,36,16,1,132007
2046,2326,Mühlhausen,130026,8.81866,47.80792,x',19,III,36,16,1,130026
2050,2341,Singen,132531,8.83317,47.76378,x',19,III,36,16,1,132531
2051,2338,Schlatt (unter Krähen),128703,8.83529,47.80435,x',19,III,36,16,1,128703
2066,2337,Volkertshausen,131852,8.863,47.82187,x',20,III,36,10,1,131852
2073,2343,Beuren an der Aach,129843,8.87459,47.79932,x',20,III,36,10,1,129843
2074,2342,Friedingen,132295,8.87581,47.78669,x',20,III,36,10,1,132295
2090,2324,Wiechs,130153,8.90712,47.81585,x',20,III,36,10,1,130153
2100,2345,Steisslingen,130991,8.92209,47.80296,x',20,III,36,10,1,130991
2109,2410,Böhringen,132273,8.93568,47.75355,x',20,III,36,10,1,132273
2128,2347,Wahlwies,131958,8.96632,47.81985,x',20,III,36,10,1,131958
2134,2346,Stahringen,130352,8.97547,47.78849,x',20,III,36,10,1,130352
2155,2348,Güttingen,128382,8.998,47.77415,x',20,III,36,10,1,128382
2161,2356,Möggingen,130137,9.00337,47.76589,x',20,III,36,10,1,130137
2169,2353,Espasingen,133802,9.01058,47.82135,x',21,III,36,11,1,133802
2176,2355,Liggeringen,129230,9.02698,47.77495,x',21,III,36,11,1,129230
2177,2354,Bodman,127877,9.02835,47.80402,x',21,III,36,11,1,127877
2199,2352,Ludwigshafen,130793,9.05916,47.8189,x',21,III,36,11,1,130793
2208,2360,Langenrain,128886,9.07596,47.76281,x',21,III,36,11,1,128886
2213,2351,Bonndorf,131146,9.09477,47.82968,x',21,III,36,11,1,131146
2215,2359,Sipplingen,129384,9.09665,47.79525,x',21,III,36,11,1,129384
2229,2350,Nesselwangen,133957,9.11824,47.81683,x',21,III,36,11,1,133957
2236,2358,Hödingen,128091,9.13275,47.78865,x',21,III,36,11,1,128091
2251,2357,Überlingen,132957,9.1592,47.76732,x',21,III,36,11,1,132957
2260,1913,Öwingen,130300,9.17351,47.80982,x',21,III,36,11,1,130300
2264,1914,Andelshofen,132868,9.1896,47.78026,x',22,III,36,17,1,132868
2268,1928,Nußdorf,130558,9.19513,47.75277,x',22,III,36,17,1,130558
2275,1915,Hohenbodmann,130522,9.21042,47.82312,x',22,III,36,17,1,130522
2278,1943,Deisendorf,131985,9.21621,47.76835,x',22,III,36,17,1,131985
2284,1920,Lippertsreute,128269,9.23743,47.80427,x',22,III,36,17,1,128269
2291,1916,Altheim,127403,9.25398,47.82461,x',22,III,36,17,1,127403
2298,1921,Rickenbach,133734,9.26015,47.7972,x',22,III,36,17,1,133734
2303,1919,Frickingen,132479,9.27056,47.81023,x',22,III,36,17,1,132479
2311,1925,Mimmenausen,130332,9.2852,47.76025,x',22,III,36,17,1,130332
2312,1924,Salem,127491,9.28599,47.77663,x',22,III,36,17,1,127491
2316,1918,Leustetten,132097,9.29433,47.80634,x',22,III,36,17,1,132097
2322,1923,Weildorf,131420,9.30037,47.78969,x',22,III,36,17,1,131420
2325,1926,Neufrach,133648,9.31134,47.75967,x',22,III,36,17,1,133648
2326,1917,Heiligenberg,129808,9.31203,47.81993,x',22,III,36,17,1,129808
2330,1922,Beuren,127794,9.32135,47.80541,x',22,III,36,17,1,127794
2332,1927,Röhrenbach,133088,9.3248,47.82972,x',22,III,36,17,1,133088
2338,1949,Mittelstenweiler,132504,9.33753,47.75241,x',22,III,36,17,1,132504
2343,1929,Betenbrunn,546053,9.34649,47.8185,x',23,III,36,7,1,546053
2348,1931,Lellwangen,133244,9.36523,47.79833,x',23,III,36,7,1,133244
2358,1936,Untersiggingen,129678,9.37828,47.77517,x',23,III,36,7,1,129678
2362,1930,Deggenhausen,127759,9.3844,47.80143,x',23,III,36,7,1,127759
2373,1933,Roggenbeuren,130933,9.40565,47.76961,x',23,III,36,7,1,130933
2382,1932,Limpach,133668,9.42902,47.79495,x',23,III,36,7,1,133668
2383,1934,Urnau,128908,9.43083,47.76354,x',23,III,36,7,1,128908
1646,2399,Untermettingen,127388,8.34615,47.70245,y',17,III,37,8,1,127388
1664,2398,Obermettingen,133344,8.35956,47.7213,y',17,III,37,8,1,133344
1681,2402,Ofteringen,133871,8.37663,47.67838,y',17,III,37,8,1,133871
1690,2400,Obereggingen,133550,8.38631,47.70175,y',17,III,37,8,1,133550
1693,2397,Mauchen,132974,8.39032,47.73994,y',17,III,37,8,1,132974
1697,2401,Untereggingen,133535,8.39385,47.69277,y',17,III,37,8,1,133535
1724,2396,Eberfingen,130458,8.42708,47.72036,y',17,III,37,8,1,130458
1734,2395,Stühlingen,128768,8.44659,47.74541,y',17,III,37,8,1,128768
1938,2409,Büsingen,133865,8.69282,47.69702,y',19,III,37,6,1,133865
1972,2405,Bietingen,128159,8.73023,47.73862,y',19,III,37,6,1,128159
1992,2406,Randegg,131419,8.75435,47.72246,y',19,III,37,6,1,131419
1995,2408,Gailingen,129816,8.75499,47.69685,y',19,III,37,6,1,129816
2016,2407,Gotttmadingen,129880,8.77716,47.73498,y',19,III,37,6,1,129880
2054,2424,Rieslasingen,128004,8.83715,47.73231,y',19,III,37,6,1,128004
2067,2412,Worblingen,130853,8.86677,47.72492,y',20,III,37,14,1,130853
2084,2413,Bohlingen,130983,8.8965,47.72199,y',20,III,37,14,1,130983
2086,2411,Überlingen am Ried,129234,8.89807,47.73495,y',20,III,37,14,1,129234
2087,2423,Schienen,132354,8.90035,47.68774,y',20,III,37,14,1,132354
2105,2418,Bankholzen,131514,8.92989,47.7082,y',20,III,37,14,1,131514
2107,2414,Moos,133221,8.93316,47.7259,y',20,III,37,14,1,133221
2117,2419,Weiler und Iznang,132689,8.95347,47.70847,y',20,III,37,14,1,132689
2126,2422,Hemmenhofen,127796,8.96502,47.67294,y',20,III,37,14,1,127796
2130,"2415, 2416, 2417","Radolfzell, Radolfzell, Radolfzell","131140, 131140, 131140",8.97017,47.74493,y',20,III,37,14,3,131140
2142,2421,Gaienhofen,134082,8.9829,47.68263,y',20,III,37,14,1,134082
2150,2420,Horn,127774,8.99438,47.69562,y',20,III,37,14,1,127774
2162,2427,Markelfingen,127537,9.00452,47.74143,y',20,III,37,14,1,127537
2200,2430,Reichenau,132967,9.06125,47.69789,y',21,III,37,7,1,132967
2202,2428,Allensbach,130573,9.06699,47.71535,y',21,III,37,7,1,130573
2206,2426,Kaltbrunn,127738,9.07201,47.73526,y',21,III,37,7,1,127738
2217,2429,Hegne,132896,9.09929,47.7097,y',21,III,37,7,1,132896
2228,2425,Dettingen,129219,9.117,47.73485,y',21,III,37,7,1,129219
2248,2431,Dingelsdorf,132934,9.15648,47.7384,y',21,III,37,7,1,132934
2259,1937,Litzelstetten,127918,9.17296,47.71413,y',21,III,37,7,1,127918
2281,1938,Unteruhldingen,132455,9.2334,47.72271,y',22,III,37,11,1,132455
2289,1939,Oberuhldingen,130539,9.24549,47.73557,y',22,III,37,11,1,130539
2299,1948,Mühlhofen,133886,9.26168,47.73847,y',22,III,37,11,1,133886
2301,1945,Meersburg/Daisendorf,131870,9.26779,47.71169,y',22,III,37,11,1,131870
2305,1944,Meersburg,131503,9.27244,47.69466,y',22,III,37,11,1,131503
2318,1941,Grasbeuren,133977,9.29766,47.73029,y',22,III,37,11,1,133977
2319,1940,Buggensegel,132766,9.29936,47.74645,y',22,III,37,11,1,132766
2321,1946,Stetten,134197,9.2999,47.69243,y',22,III,37,11,1,134197
2329,1947,Hagnau,127598,9.31963,47.67634,y',22,III,37,11,1,127598
2331,1942,Ahausen,129502,9.32247,47.72502,y',22,III,37,11,1,129502
2340,1955,Ittendorf,134046,9.34074,47.70119,y',22,III,37,11,1,134046
2344,1950,Bermatingen,131431,9.34868,47.73084,y',23,III,37,5,1,131431
2364,1951,Markdorf,128722,9.38933,47.72088,y',23,III,37,5,1,128722
2369,1953,Kluftern,129179,9.40004,47.69278,y',23,III,37,5,1,129179
2374,1952,Riedheim,127641,9.41014,47.70429,y',23,III,37,5,1,127641
2384,1954,Hepbach,134085,9.43103,47.7193,y',23,III,37,5,1,134085
1679,2492,Lienheim,132212,8.37469,47.5721,a'',17,III,38,2,1,132212
1731,2493,Hohentengen,133054,8.43962,47.57174,a'',17,III,38,2,1,133054
1650,2481,Horheim,131034,8.34737,47.64854,z',17,III,38,15,1,131034
1659,2480,Schwerzen,130599,8.35642,47.64323,z',17,III,38,15,1,130599
1670,2491,Küßnach,134226,8.36574,47.59396,z',17,III,38,15,1,134226
1671,2482,Wutöschingen,132797,8.36613,47.65918,z',17,III,38,15,1,132797
1687,2403,Degernau,129554,8.38187,47.66635,z',17,III,38,15,1,129554
1695,2490,Geißlingen,132921,8.39181,47.61975,z',17,III,38,15,1,132921
1701,2479,Rechberg,130705,8.39987,47.6501,z',17,III,38,15,1,130705
1714,2489,Grießen,132292,8.4114,47.62774,z',17,III,38,15,1,132292
1718,2478,Erzingen,129007,8.42011,47.66108,z',17,III,38,15,1,129007
1719,2488,Bergöschingen,133797,8.42093,47.59537,z',17,III,38,15,1,133797
1730,2487,Stetten (bei Waldshut),129025,8.4393,47.59011,z',17,III,38,15,1,129025
1733,2484,Riedern am Sand (im SprachGIS: Unter Riedern),128523,8.4462,47.6245,z',17,III,38,15,1,128523
1746,2483,Weisweil,128507,8.45797,47.64517,z',17,III,38,15,1,128507
1755,2485,Bühl,130950,8.4644,47.61616,z',17,III,38,15,1,130950
1778,2486,Dettighofen,129694,8.48357,47.62374,z',17,III,38,15,1,129694
1804,2497,Baltersweil,127564,8.51054,47.63723,z',18,III,38,4,1,127564
